,ID,pmid,sen
2994,29891657L1,29891657,"for gram negative bacteria, classical iron transport systems consist of an outer membrane receptor, a periplasmic binding protein, and an inner membrane abc transporter, which work in concert to deliver iron from the cell surface to the cytoplasm."
2995,29891657L2,29891657,we recently showed that
2996,2999689L0,2999689,"the liver microsomal c 25 hydroxylation of [3h] vitamin d3 was evaluated in 19  and 22 day old rat fetuses, and in 1 , 2 , 3 , 14 , 30 , and 60 day old pups."
2997,2999689L1,2999689,the hepatic production of [3h] 25 hydroxyvitamin d3 by the 19  and 22 day old fetuses was evaluated at 2.3 +/  0.6 and 5.9 +/  0.6 fmol .
2998,2999689L2,2999689,min 1 .
2999,2999689L3,2999689,"15 mg 1 microsomal protein, respectively."
3000,2999689L4,2999689,values stayed unchanged during the 1st day after birth but increased on days 2 and 3 of chronologic age.
3001,2999689L5,2999689,"thereafter, the activity remained at a plateau of 11.2 +/  0.6 fmol ."
3002,2999689L6,2999689,min 1 .
3003,2999689L7,2999689,15 mg 1 microsomal protein with no further statistically significant increase in the activity of the vitamin d3 25 hydroxylase through 60 days of chronologic age.
3004,2999689L8,2999689,the microsomal cytochrome p 450 specific content increased during the perinatal period with values ranging from 0.15 nmol .
3005,2999689L9,2999689,mg protein 1 in 22 day old fetuses to 0.44 in 60 day old rats; the developmental pattern of the cytochrome p 450 was similar to that observed for the vitamin d3 25 hydroxylase activity.
3006,2999689L10,2999689,"when the amount of [3h] 25 hydroxyvitamin d3 formed was expressed in relation to the amount of enzyme present in the reaction medium, a constant c 25 hydroxylation capacity in all age groups was observed suggesting that the cytochrome p 450 isoenzyme responsible for the c 25 hydroxylation of vitamin d3 may be constitutionally determined and that its appearance originates during fetal life."
3007,16504526L0,16504526,the effects of (60)co gamma photon irradiation on the natural occurrence of pathogenic microorganisms in four principal cereal grains and on amino acids and vitamins in these cereals were investigated.
3008,16504526L1,16504526,the total numbers of aerobic bacteria were reduced by three logarithmic decades when grains were given a dose of 10kgy.
3009,16504526L2,16504526,"coliforms and ""coagulase  positive"" staphylococci were inhibited by a dose of 1kgy, whereas fungi were inhibited by a dose of 5kgy."
3010,16504526L3,16504526,"the 15kgy dose eliminated viable microorganisms in cereal grains, and about 10 30 colony forming units of clostridium sp."
3011,16504526L4,16504526,per gram of grain survived after this dose.
3012,16504526L5,16504526,the dose of 10kgy did not cause any measurable destruction of total amino acids.
3013,16504526L6,16504526,thiamin was reduced by 22 33% and riboflavin by 10 16% after a dose of 10kgy.
3014,16504526L7,16504526,"irradiation did not increase the acid values significantly, but did increase the peroxide values, which was not accompanied by the off odors of cereals."
3015,16504526L8,16504526,"we conclude that the overall dose of 10kgy is very effective for microbial decontamination of cereal grains, and does not adversely affect the nutritional quality of cereal grains."
3016,8619623L0,8619623,"we observed that protein (bovine serum albumin) carbonyl content increases upon hypochlorite oxidation, and this increase is inhibited in a concentration dependent manner in the presence of hypochlorite scavengers."
3017,8619623L1,8619623,"based on this observation, we tested whether some known hypochlorite scavengers (lipoic acid, cysteine, and glutathione) and some other antioxidants (uric acid, ascorbic acid, alpha tocopherol, and probucol) could prevent protein carbonyl formation."
3018,8619623L2,8619623,"n acetylcysteine, dihydrolipoic acid, cysteine, and glutathione (reduced form, gsh), which otherwise could not be tested in a previously reported 5 thio 2 nitrobenzoic acid test system, were successfully evaluated in our assay."
3019,8619623L3,8619623,"the hypochlorite scavenging capacity of different compounds, compared by determining the ic50 (concentration which produces 50% inhibition), showed that the compounds tested have the following potency: dihydrolipoic acid > gsh, n acetylcysteine > cysteine > s methyl glutathione > lipoic acid, ascorbic acid > cystine, gssg, and uric acid."
3020,8619623L4,8619623,no scavenging ability was observed for either alpha tocopherol or probucol.
3021,9361705L0,9361705,the influence of ca2+ on hepatic gluconeogenesis was measured in the isolated perfused rat liver at different cytosolic nad(+) nadh potentials.
3022,9361705L1,9361705,lactate and pyruvate were the gluconeogenic substrates and the cytosolic nad(+) nadh potentials were changed by varying the lactate to pyruvate ratios from 0.01 to 100. the following results were obtained: a) gluconeogenesis from lactate plus pyruvate was not affected by ca(2+) free perfusion (no ca2+ in the perfusion fluid combined with previous depletion of the intracellular pools); gluconeogenesis was also poorly dependent on the lactate to pyruvate ratios in the range of 0.1 to 100; only for a ratio equal to 0.01 was a significantly smaller gluconeogenic activity observed in comparison to the other ratios.
3023,9361705L2,9361705,"b) in the presence of ca2+, the increase in oxygen uptake caused by the infusion of lactate plus pyruvate at a ratio equal to 10 was the most pronounced one; in ca(2+) free perfusion the increase in oxygen uptake caused by lactate plus pyruvate infusion tended to be higher for all lactate to pyruvate ratios; the most pronounced difference was observed for lactate/pyruvate ratio equal to 1. c) in the presence of ca2+ the effects of glucagon on gluconeogenesis showed a positive correlation with the lactate to pyruvate ratios; for a ratio equal to 0.01 no stimulation occurred, but in the 0.1 to 100 range stimulation increased progressively, producing a clear parabolic dependence between the effects of glucagon and the lactate to pyruvate ratio."
3024,9361705L3,9361705,"d) in the absence of ca2+ the relationship between the changes caused by glucagon in gluconeogenesis and the lactate to pyruvate ratio was substantially changed; the dependence curve was no longer parabolic but sigmoidal in shape with a plateau beginning at a lactate/pyruvate ratio equal to 1; there was inhibition at the lactate to pyruvate ratios of 0.01 and 0.1 and a constant stimulation starting with a ratio equal to 1; for the lactate to pyruvate ratios of 10 and 100, stimulation caused by glucagon was much smaller than that found when ca2+ was present."
3025,9361705L4,9361705,e) the effects of glucagon on oxygen uptake in the presence of ca2+ showed a parabolic relationship with the lactate to pyruvate ratios which was closely similar to that found in the case of gluconeogenesis; the only difference was that inhibition rather than stimulation of oxygen uptake was observed for a lactate to pyruvate ratio equal to 0.01; progressive stimulation was observed in the 0.1 to 100 range.
3026,9361705L5,9361705,"f) in the absence of ca2+ the effects of glucagon on oxygen uptake were different; the dependence curve was sigmoidal at the onset, with a well defined maximum at a lactate to pyruvate ratio equal to 1; this maximum was followed by a steady decline at higher ratios; at the ratios of 0.01 and 0.1 inhibition took place; oxygen uptake stimulation caused by glucagon was generally lower in the absence of ca2+ except when the lactate to pyruvate ratio was equal to 1. the results of the present study demonstrate that stimulation of gluconeogenesis by glucagon depends on ca2+."
3027,9361705L6,9361705,"however, ca2+ is only effective in helping gluconeogenesis stimulation by glucagon at highly negative redox potentials of the cytosolic nad(+) nadh system."
3028,9361705L7,9361705,the triple interdependence of glucagon ca(2+) nad(+) nadh redox potential reveals highly complex interrelations that can only be partially understood at the present stage of knowledge.
